,skootar_id,normal_job,car_night,rbh_night,skt_job,night,full_time,purchasing_service,cheque_collecting,promptpay,pay_lte_100,need_food_box,doc_processing,schedule,level
6470,SD2859,187,187,31,0,0,0,0,0,0,0,0,0,0,0.0
6471,SB9553,1002,1002,8,0,0,0,0,0,0,0,0,0,0,0.0
6472,SD5442,304,304,0,0,0,0,0,0,0,0,0,0,0,0.0
6473,SD2572,14,14,0,0,0,0,0,0,0,0,0,0,0,0.0
6474,SD2313,474,474,71,0,0,0,0,0,0,0,0,0,0,0.0
6475,SB9378,442,442,19,1,0,0,0,0,0,1,1,0,0,0.0
6476,SA2206,90,90,7,0,0,0,0,0,0,0,0,0,0,0.0
6477,SA3961,22,22,0,0,0,0,0,0,0,0,0,0,0,0.0
6478,SD1998,78,78,10,0,0,0,0,0,0,0,0,0,0,0.0
6479,SD3271,6,6,0,0,0,0,0,0,0,0,0,0,0,0.0
6480,SA6166,66,66,3,0,0,0,0,0,0,0,0,0,0,0.0
6481,SD2647,88,88,19,0,0,0,0,0,0,0,0,0,0,0.0
6482,SB6330,45,45,0,0,0,0,0,0,0,0,0,0,0,0.0
6483,SB8533,71,71,0,0,0,0,0,0,0,0,0,0,0,0.0
6484,SD1276,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
6485,SD3199,491,491,0,0,0,0,0,0,0,0,0,0,0,0.0
6486,SA7683,1053,1053,33,3,0,0,0,0,0,0,3,0,1,0.0
6487,SD0624,7,7,0,0,0,0,0,0,0,0,0,0,0,0.0
6488,SB4241,75,75,3,0,0,0,0,0,0,0,0,0,0,0.0
6489,SB4360,20,20,0,0,0,0,0,0,0,0,0,0,0,0.0
6490,SD4583,9,9,0,0,0,0,0,0,0,0,0,0,0,0.0
6491,SD0484,14,14,0,0,0,0,0,0,0,0,0,0,0,0.0
6492,SD2259,1678,1678,134,61,2,0,7,0,0,36,43,0,31,0.0
6493,SD2949,187,187,0,0,0,0,0,0,0,0,0,0,0,0.0
6494,SA8378,534,534,2,0,0,0,0,0,0,0,0,0,0,0.0
6495,SD2258,1109,1109,0,0,0,0,0,0,0,0,0,0,0,0.0
6496,SD2393,181,181,0,0,0,0,0,0,0,0,0,0,0,0.0
6497,SA8505,385,385,2,13,0,0,1,0,0,8,10,0,1,0.0
6498,SD4361,55,55,0,0,0,0,0,0,0,0,0,0,0,0.0
6499,SD1878,239,239,0,0,0,0,0,0,0,0,0,0,0,0.0
6500,SA9652,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
6501,SB7793,19,19,0,0,0,0,0,0,0,0,0,0,0,0.0
6502,SD1180,291,291,0,0,0,0,0,0,0,0,0,0,0,0.0
6503,SD1434,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
6504,SB4190,83,83,0,0,0,0,0,0,0,0,0,0,0,0.0
6505,SD2504,301,301,6,23,0,0,0,0,0,17,12,0,3,0.0
6506,SB1696,208,208,44,0,0,0,0,0,0,0,0,0,0,0.0
6507,SB3683,124,124,8,0,0,0,0,0,0,0,0,0,0,0.0
6508,SD0964,66,66,0,0,0,0,0,0,0,0,0,0,0,0.0
6509,SD3170,1365,1365,144,8,0,0,0,0,0,5,4,0,3,1.0
6510,SA4192,43,43,2,0,0,0,0,0,0,0,0,0,0,0.0
6511,SB6360,62,62,0,0,0,0,0,0,0,0,0,0,0,0.0
6512,SD5070,593,593,1,0,0,0,0,0,0,0,0,0,0,0.0
6513,SA7706,745,745,10,7,0,0,0,0,0,3,3,0,1,0.0
6514,SD5834,244,244,0,0,0,0,0,0,0,0,0,0,0,0.0
6515,SA6829,14,14,0,0,0,0,0,0,0,0,0,0,0,0.0
6516,SD0884,1152,1152,0,0,0,0,0,0,0,0,0,0,0,0.0
6517,SD1478,55,55,0,0,0,0,0,0,0,0,0,0,0,0.0
6518,SD1692,1145,1145,0,0,0,0,0,0,0,0,0,0,0,0.0
6519,SA2006,60,60,4,0,0,0,0,0,0,0,0,0,0,0.0
6520,SD7151,295,295,9,0,0,0,0,0,0,0,0,0,0,0.0
6521,SD5047,8,8,0,0,0,0,0,0,0,0,0,0,0,0.0
6522,SD1349,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
6523,SD3810,57,57,0,0,0,0,0,0,0,0,0,0,0,0.0
6524,SA7707,220,220,5,0,0,0,0,0,0,0,0,0,0,0.0
6525,SD2325,73,73,7,0,0,0,0,0,0,0,0,0,0,0.0
6526,SB9569,226,226,0,0,0,0,0,0,0,0,0,0,0,0.0
6527,SD3454,147,147,20,2,0,0,0,0,0,1,0,0,1,0.0
6528,SD0786,121,121,12,0,0,0,0,0,0,0,0,0,0,0.0
6529,SD5156,47,47,0,0,0,0,0,0,0,0,0,0,0,0.0
6530,SA5247,2660,2660,48,11,1,0,0,0,0,7,6,0,5,
6531,SA7038,68,68,0,0,0,0,0,0,0,0,0,0,0,0.0
6532,SD4510,687,687,0,0,0,0,0,0,0,0,0,0,0,0.0
6533,SA1063,1937,1937,37,12,0,0,0,0,0,5,5,0,1,1.0
6534,SA9583,158,158,1,0,0,0,0,0,0,0,0,0,0,0.0
6535,SD1168,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
6536,SA2725,442,442,35,0,0,0,0,0,0,0,0,0,0,0.0
6537,SB4651,305,305,24,11,1,0,0,0,0,3,2,0,1,0.0
6538,SD0375,8,8,0,0,0,0,0,0,0,0,0,0,0,0.0
6539,SB2863,650,650,0,0,0,0,0,0,0,0,0,0,0,0.0
6540,SA2125,34,34,0,0,0,0,0,0,0,0,0,0,0,0.0
6541,SD4679,202,202,1,0,0,0,0,0,0,0,0,0,0,0.0
6542,SA9844,156,156,3,0,0,0,0,0,0,0,0,0,0,0.0
6543,SD6253,113,113,0,4,0,0,0,0,0,4,3,0,0,0.0
6544,SB3134,56,56,1,0,0,0,0,0,0,0,0,0,0,0.0
6545,SD1112,254,254,0,0,0,0,0,0,0,0,0,0,0,0.0
6546,SB9801,1607,1607,51,0,0,0,0,0,0,0,0,0,0,0.0
6547,SA5959,35,35,1,0,0,0,0,0,0,0,0,0,0,0.0
6548,SA1844,73,73,1,0,0,0,0,0,0,0,0,0,0,0.0
6549,SD3359,14,14,0,0,0,0,0,0,0,0,0,0,0,0.0
6550,SD4501,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
6551,SD1750,6,6,0,0,0,0,0,0,0,0,0,0,0,0.0
6552,SA4265,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0
6553,SB8988,379,379,1,4,0,0,0,0,0,2,3,0,1,0.0
6554,SD3335,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
6555,SD0723,8,8,0,0,0,0,0,0,0,0,0,0,0,0.0
6556,SB9059,7,7,3,0,0,0,0,0,0,0,0,0,0,0.0
6557,SD3667,14,14,7,0,0,0,0,0,0,0,0,0,0,0.0
6558,SA6712,13,13,1,0,0,0,0,0,0,0,0,0,0,0.0
6559,SD3797,184,184,5,0,0,0,0,0,0,0,0,0,0,0.0
6560,SD0631,41,41,2,0,0,0,0,0,0,0,0,0,0,0.0
6561,SD2725,806,806,20,0,0,0,0,0,0,0,0,0,0,0.0
6562,SD1177,62,62,0,0,0,0,0,0,0,0,0,0,0,0.0
6563,SB6281,878,878,81,0,0,0,0,0,0,0,0,0,0,0.0
6564,SD2062,105,105,2,0,0,0,0,0,0,0,0,0,0,0.0
6565,SD1280,118,118,3,0,0,0,0,0,0,0,0,0,0,0.0
6566,SC1303,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
6567,SB9783,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
6568,SD5827,937,937,22,12,0,0,2,0,0,5,3,0,3,0.0
6569,SD1199,37,37,1,0,0,0,0,0,0,0,0,0,0,0.0
6570,SD2109,140,140,3,0,0,0,0,0,0,0,0,0,0,0.0
6571,SD2891,727,727,1,0,0,0,0,0,0,0,0,0,0,0.0
6572,SB8400,9,9,0,0,0,0,0,0,0,0,0,0,0,0.0
6573,SB3454,33,33,7,0,0,0,0,0,0,0,0,0,0,0.0
6574,SB4480,22,22,1,0,0,0,0,0,0,0,0,0,0,0.0
6575,SA1226,354,354,31,0,0,0,0,0,0,0,0,0,0,0.0
6576,SB7018,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
6577,SD5770,97,97,6,2,0,0,0,0,0,2,2,0,0,0.0
6578,SD2408,1538,1538,34,0,0,0,0,0,0,0,0,0,0,0.0
6579,SA7291,24,24,0,0,0,0,0,0,0,0,0,0,0,0.0
6580,SA0360,81,81,4,0,0,0,0,0,0,0,0,0,0,0.0
6581,SD0890,359,359,0,0,0,0,0,0,0,0,0,0,0,0.0
6582,SD1574,35,35,1,0,0,0,0,0,0,0,0,0,0,0.0
6583,SD2761,605,605,1,0,0,0,0,0,0,0,0,0,0,0.0
6584,SB6617,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
6585,SD1170,1684,1684,99,0,0,0,0,0,0,0,0,0,0,1.0
6586,SD0643,32,32,0,0,0,0,0,0,0,0,0,0,0,0.0
6587,SB9972,24,24,0,0,0,0,0,0,0,0,0,0,0,0.0
6588,SD1617,85,85,3,0,0,0,0,0,0,0,0,0,0,0.0
6589,SB8789,434,434,0,0,0,0,0,0,0,0,0,0,0,0.0
6590,SB6487,349,349,0,0,0,0,0,0,0,0,0,0,0,0.0
6591,SD7649,138,138,0,0,0,0,0,0,0,0,0,0,0,0.0
6592,SD2601,254,254,22,0,0,0,0,0,0,0,0,0,0,0.0
6593,SD0338,30,30,4,0,0,0,0,0,0,0,0,0,0,0.0
6594,SB6197,1535,1535,12,0,0,0,0,0,0,0,0,0,0,0.0
6595,SA8648,841,841,25,4,0,0,0,0,0,0,1,0,0,0.0
6596,SD2884,23,23,5,0,0,0,0,0,0,0,0,0,0,0.0
6597,SB8965,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
6598,SB9862,25,25,0,0,0,0,0,0,0,0,0,0,0,0.0
6599,SA3733,682,682,69,0,0,0,0,0,0,0,0,0,0,0.0
6600,SD2951,645,645,1,0,0,0,0,0,0,0,0,0,0,0.0
6601,SD0261,27,27,2,0,0,0,0,0,0,0,0,0,0,0.0
6602,SB0418,36,36,0,0,0,0,0,0,0,0,0,0,0,0.0
6603,SD1142,300,300,1,0,0,0,0,0,0,0,0,0,0,0.0
6604,SD3321,46,46,0,0,0,0,0,0,0,0,0,0,0,0.0
6605,SD5823,1096,1096,8,0,0,0,0,0,0,0,0,0,0,0.0
6606,SA2885,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
6607,SD2049,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
6608,SD1712,163,163,18,0,0,0,0,0,0,0,0,0,0,0.0
6609,SB6207,833,833,7,0,0,0,0,0,0,0,0,0,0,0.0
6610,SD7865,2574,2574,16,14,0,0,1,0,0,11,6,0,4,0.0
6611,SD4570,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
6612,SB7606,68,68,0,0,0,0,0,0,0,0,0,0,0,0.0
6613,SD2561,152,152,23,0,0,0,0,0,0,0,0,0,0,0.0
6614,SB9430,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
6615,SK9412,604,604,6,0,0,0,0,0,0,0,0,0,0,0.0
6616,SA4991,903,903,1,0,0,0,0,0,0,0,0,0,0,0.0
6617,SD4461,417,417,15,2,0,0,0,0,0,2,2,0,0,0.0
6618,SB9816,13,13,0,0,0,0,0,0,0,0,0,0,0,0.0
6619,SD2355,46,46,0,0,0,0,0,0,0,0,0,0,0,0.0
6620,SB0503,261,261,22,0,0,0,0,0,0,0,0,0,0,0.0
6621,SD4728,572,572,6,0,0,0,0,0,0,0,0,0,0,0.0
6622,SB0971,22,22,4,0,0,0,0,0,0,0,0,0,0,0.0
6623,SA9216,150,150,29,0,0,0,0,0,0,0,0,0,0,0.0
6624,SD0219,83,83,2,0,0,0,0,0,0,0,0,0,0,0.0
6625,SB8303,400,400,140,0,0,0,0,0,0,0,0,0,0,0.0
6626,SD6384,472,472,17,10,0,0,0,0,0,2,3,0,4,0.0
6627,SB8704,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0
6628,SD6216,163,163,21,0,0,0,0,0,0,0,0,0,0,0.0
6629,SA1108,82,82,0,0,0,0,0,0,0,0,0,0,0,0.0
6630,SB9341,928,928,122,0,0,0,0,0,0,0,0,0,0,0.0
6631,SD0565,530,530,24,0,0,0,0,0,0,0,0,0,0,0.0
6632,SA9003,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
6633,SD6408,226,226,1,10,0,0,0,0,0,7,7,0,1,0.0
6634,SA8560,103,103,33,0,0,0,0,0,0,0,0,0,0,0.0
6635,SD0886,13,13,0,0,0,0,0,0,0,0,0,0,0,0.0
6636,SD3394,18,18,0,0,0,0,0,0,0,0,0,0,0,0.0
6637,SA4517,1014,1014,4,0,0,0,0,0,0,0,0,0,0,0.0
6638,SA4463,103,103,1,0,0,0,0,0,0,0,0,0,0,0.0
6639,SD0142,31,31,2,0,0,0,0,0,0,0,0,0,0,0.0
6640,SD1038,1291,1291,45,0,0,0,0,0,0,0,0,0,0,0.0
6641,SD2759,27,27,4,0,0,0,0,0,0,0,0,0,0,0.0
6642,SB9417,2201,2201,13,0,0,0,0,0,0,0,0,0,0,1.0
6643,SD3708,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0
6644,SK9883,115,115,0,0,0,0,0,0,0,0,0,0,0,0.0
6645,SD3384,42,42,0,0,0,0,0,0,0,0,0,0,0,0.0
6646,SD3320,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0
6647,SB8341,179,179,3,0,0,0,0,0,0,0,0,0,0,0.0
6648,SD2007,134,134,1,0,0,0,0,0,0,0,0,0,0,0.0
6649,SD2934,389,389,0,0,0,0,0,0,0,0,0,0,0,0.0
6650,SA9215,174,174,26,0,0,0,0,0,0,0,0,0,0,0.0
6651,SB9697,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
6652,SD7576,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
6653,SA2760,231,231,14,1,0,0,0,0,0,0,0,0,0,0.0
6654,SB8839,69,69,0,0,0,0,0,0,0,0,0,0,0,0.0
6655,SB6689,13,13,0,0,0,0,0,0,0,0,0,0,0,0.0
6656,SB1084,459,459,16,0,0,0,0,0,0,0,0,0,0,0.0
6657,SB2998,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
6658,SB9786,49,49,4,0,0,0,0,0,0,0,0,0,0,0.0
6659,SB9172,304,304,27,0,0,0,0,0,0,0,0,0,0,0.0
6660,SA2901,156,156,1,0,0,0,0,0,0,0,0,0,0,0.0
6661,SD6947,126,126,0,0,0,0,0,0,0,0,0,0,0,0.0
6662,SA9731,12,12,0,0,0,0,0,0,0,0,0,0,0,0.0
6663,SD2574,453,453,5,0,0,0,0,0,0,0,0,0,0,0.0
6664,SD1252,17,17,0,0,0,0,0,0,0,0,0,0,0,0.0
6665,SB3261,13,13,2,0,0,0,0,0,0,0,0,0,0,0.0
6666,SD2975,71,71,2,0,0,0,0,0,0,0,0,0,0,0.0
6667,SD0575,111,111,12,0,0,0,0,0,0,0,0,0,0,0.0
6668,SD7128,68,68,1,3,0,0,0,0,0,2,2,0,0,0.0
6669,SD7938,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0
6670,SA4246,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
6671,SD4032,7,7,0,0,0,0,0,0,0,0,0,0,0,0.0
6672,SD0234,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
6673,SD3653,34,34,1,0,0,0,0,0,0,0,0,0,0,0.0
6674,SD0545,222,222,6,0,0,0,0,0,0,0,0,0,0,0.0
6675,SD6632,6,6,1,0,0,0,0,0,0,0,0,0,0,0.0
6676,SA2272,27,27,2,0,0,0,0,0,0,0,0,0,0,0.0
6677,SD4002,118,118,1,0,0,0,0,0,0,0,0,0,0,0.0
6678,SA4039,42,42,1,1,0,0,0,0,0,1,0,0,0,0.0
6679,SD5529,42,42,1,0,0,0,0,0,0,0,0,0,0,0.0
6680,SB8017,50,50,0,0,0,0,0,0,0,0,0,0,0,0.0
6681,SD5763,31,31,5,0,0,0,0,0,0,0,0,0,0,0.0
6682,SD5235,117,117,3,0,0,0,0,0,0,0,0,0,0,0.0
6683,SK9405,83,83,12,3,0,0,0,0,0,1,2,0,0,0.0
6684,SD4730,197,197,13,0,0,0,0,0,0,0,0,0,0,0.0
6685,SA3309,36,36,9,0,0,0,0,0,0,0,0,0,0,0.0
6686,SB6563,80,80,6,0,0,0,0,0,0,0,0,0,0,0.0
6687,SB8474,280,280,37,0,0,0,0,0,0,0,0,0,0,0.0
6688,SA8669,188,188,49,0,0,0,0,0,0,0,0,0,0,0.0
6689,SB0510,7,7,2,0,0,0,0,0,0,0,0,0,0,0.0
6690,SB1539,4,4,2,0,0,0,0,0,0,0,0,0,0,0.0
6691,SA9976,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0
6692,SD1865,19,19,11,0,0,0,0,0,0,0,0,0,0,0.0
6693,SA0811,322,322,109,0,0,0,0,0,0,0,0,0,0,0.0
6694,SB9114,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0
6695,SA9103,669,669,165,12,0,0,0,0,0,8,7,0,1,0.0
6696,SB4478,23,23,3,0,0,0,0,0,0,0,0,0,0,0.0
6697,SA6910,131,131,62,0,0,0,0,0,0,0,0,0,0,0.0
6698,SB4346,27,27,2,0,0,0,0,0,0,0,0,0,0,0.0
6699,SD4936,150,150,7,0,0,0,0,0,0,0,0,0,0,0.0
6700,SD3904,778,778,9,0,0,0,0,0,0,0,0,0,0,0.0
6701,SD1987,189,189,14,11,0,0,2,0,0,9,4,0,0,0.0
6702,SA6112,150,150,0,1,0,0,0,0,0,1,1,0,0,0.0
6703,SA4888,136,136,47,0,0,0,0,0,0,0,0,0,0,0.0
6704,SD0501,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
6705,SB2379,684,684,39,17,0,0,1,0,0,14,13,0,1,0.0
6706,SD5526,179,179,0,0,0,0,0,0,0,0,0,0,0,0.0
6707,SB9971,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0
6708,SD5052,2475,2475,40,16,1,1,0,0,0,7,1,0,0,1.0
6709,SB2663,762,762,17,0,0,0,0,0,0,0,0,0,0,0.0
6710,SB6044,227,227,3,0,0,0,0,0,0,0,0,0,0,0.0
6711,SA3253,140,140,5,0,0,0,0,0,0,0,0,0,0,0.0
6712,SA5161,79,79,48,0,0,0,0,0,0,0,0,0,0,0.0
6713,SB9158,9,9,1,0,0,0,0,0,0,0,0,0,0,0.0
6714,SD1256,3,3,1,0,0,0,0,0,0,0,0,0,0,0.0
6715,SB8840,194,194,4,0,0,0,0,0,0,0,0,0,0,0.0
6716,SD0188,171,171,13,0,0,0,0,0,0,0,0,0,0,0.0
6717,SD0245,148,148,18,0,0,0,0,0,0,0,0,0,0,0.0
6718,SB4640,1303,1303,339,3,0,0,0,0,0,2,1,0,0,0.0
6719,SA2318,90,90,0,0,0,0,0,0,0,0,0,0,0,0.0
6720,SD5018,8,8,0,0,0,0,0,0,0,0,0,0,0,0.0
6721,SD5723,529,529,10,0,0,0,0,0,0,0,0,0,0,0.0
6722,SD0669,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
6723,SK9620,156,156,1,0,0,0,0,0,0,0,0,0,0,0.0
6724,SK9391,158,158,2,0,0,0,0,0,0,0,0,0,0,0.0
6725,SB6951,825,825,100,0,0,0,0,0,0,0,0,0,0,0.0
6726,SD3274,157,157,4,0,0,0,0,0,0,0,0,0,0,0.0
6727,SB1857,14,14,1,0,0,0,0,0,0,0,0,0,0,0.0
6728,SD3597,21,21,0,0,0,0,0,0,0,0,0,0,0,0.0
6729,SD3683,983,983,7,0,0,0,0,0,0,0,0,0,0,0.0
6730,SD0923,12,12,0,0,0,0,0,0,0,0,0,0,0,0.0
6731,SA9658,485,485,1,0,0,0,0,0,0,0,0,0,0,0.0
6732,SB6405,82,82,0,0,0,0,0,0,0,0,0,0,0,0.0
6733,SD0264,17,17,0,0,0,0,0,0,0,0,0,0,0,0.0
6734,SD1183,17,17,0,0,0,0,0,0,0,0,0,0,0,0.0
6735,SB9015,1441,1441,48,41,0,0,1,0,0,21,13,1,3,1.0
6736,SD1589,9,9,0,0,0,0,0,0,0,0,0,0,0,0.0
6737,SA0757,234,234,0,4,0,0,0,0,0,0,2,0,0,0.0
6738,SB6027,3752,3752,395,26,1,0,0,0,0,18,10,0,8,
6739,SD1290,7,7,0,0,0,0,0,0,0,0,0,0,0,0.0
6740,SB1062,113,113,2,0,0,0,0,0,0,0,0,0,0,0.0
6741,SA8825,9,9,0,0,0,0,0,0,0,0,0,0,0,0.0
6742,SB8875,8,8,0,0,0,0,0,0,0,0,0,0,0,0.0
6743,SB0402,29,29,11,0,0,0,0,0,0,0,0,0,0,0.0
6744,SA2945,8,8,0,0,0,0,0,0,0,0,0,0,0,0.0
6745,SB6651,169,169,3,0,0,0,0,0,0,0,0,0,0,0.0
6746,SA3581,45,45,2,0,0,0,0,0,0,0,0,0,0,0.0
6747,SA3154,6,6,0,0,0,0,0,0,0,0,0,0,0,0.0
6748,SB7177,348,348,21,0,0,0,0,0,0,0,0,0,0,0.0
6749,SD0306,86,86,4,0,0,0,0,0,0,0,0,0,0,0.0
6750,SD8659,161,161,3,0,0,0,0,0,0,0,0,0,0,0.0
6751,SD4567,22,22,0,0,0,0,0,0,0,0,0,0,0,0.0
6752,SD6139,53,53,0,0,0,0,0,0,0,0,0,0,0,0.0
6753,SD3333,197,197,10,0,0,0,0,0,0,0,0,0,0,0.0
6754,SD5649,218,218,16,0,0,0,0,0,0,0,0,0,0,0.0
6755,SB5976,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0
6756,SD6567,35,35,7,0,0,0,0,0,0,0,0,0,0,0.0
6757,SD3401,214,214,0,0,0,0,0,0,0,0,0,0,0,0.0
6758,SK9363,399,399,0,27,0,0,2,0,0,7,10,0,7,0.0
6759,SB6398,1418,1418,15,0,0,0,0,0,0,0,0,0,0,0.0
6760,SB7734,284,284,5,0,0,0,0,0,0,0,0,0,0,0.0
6761,SD3202,76,76,3,0,0,0,0,0,0,0,0,0,0,0.0
6762,SD0217,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0
6763,SB1071,867,867,35,0,0,0,0,0,0,0,0,0,0,0.0
6764,SD4414,709,709,120,4,0,0,0,0,0,0,0,0,0,0.0
6765,SD3221,43,43,4,0,0,0,0,0,0,0,0,0,0,0.0
6766,SB6056,823,823,9,0,0,0,0,0,0,0,0,0,0,0.0
6767,SD1544,116,116,23,0,0,0,0,0,0,0,0,0,0,0.0
6768,SB2896,12,12,0,0,0,0,0,0,0,0,0,0,0,0.0
6769,SB5639,38,38,0,0,0,0,0,0,0,0,0,0,0,0.0
6770,SD6836,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
6771,SB1230,1176,1176,0,1,0,0,0,0,0,0,0,0,0,1.0
6772,SD1054,170,170,4,0,0,0,0,0,0,0,0,0,0,0.0
6773,SB0963,254,254,51,0,0,0,0,0,0,0,0,0,0,0.0
6774,SD1305,334,334,54,0,0,0,0,0,0,0,0,0,0,0.0
6775,SD6202,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
6776,SA2040,6,6,0,0,0,0,0,0,0,0,0,0,0,0.0
6777,SB4537,72,72,5,0,0,0,0,0,0,0,0,0,0,0.0
6778,SB6030,44,44,0,0,0,0,0,0,0,0,0,0,0,0.0
6779,SD1371,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
6780,SB5676,9,9,0,0,0,0,0,0,0,0,0,0,0,0.0
6781,SB8607,55,55,0,0,0,0,0,0,0,0,0,0,0,0.0
6782,SD3483,7,7,0,0,0,0,0,0,0,0,0,0,0,0.0
6783,SD2841,12,12,0,0,0,0,0,0,0,0,0,0,0,0.0
6784,SB9451,752,752,0,0,0,0,0,0,0,0,0,0,0,0.0
6785,SD7669,110,110,1,0,0,0,0,0,0,0,0,0,0,0.0
6786,SB7599,955,955,0,0,0,0,0,0,0,0,0,0,0,1.0
6787,SD4020,102,102,3,0,0,0,0,0,0,0,0,0,0,0.0
6788,SD1955,74,74,2,0,0,0,0,0,0,0,0,0,0,0.0
6789,SD1084,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
6790,SB8831,33,33,0,0,0,0,0,0,0,0,0,0,0,0.0
6791,SD5137,723,723,4,0,0,0,0,0,0,0,0,0,0,0.0
6792,SD1568,676,676,82,0,0,0,0,0,0,0,0,0,0,0.0
6793,SD3721,87,87,9,0,0,0,0,0,0,0,0,0,0,0.0
6794,SA8836,22,22,0,0,0,0,0,0,0,0,0,0,0,0.0
6795,SD4433,23,23,0,0,0,0,0,0,0,0,0,0,0,0.0
6796,SB9942,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
6797,SD3209,82,82,1,0,0,0,0,0,0,0,0,0,0,0.0
6798,SD4869,22,22,0,0,0,0,0,0,0,0,0,0,0,0.0
6799,SB6379,36,36,0,0,0,0,0,0,0,0,0,0,0,0.0
6800,SD1596,7,7,0,0,0,0,0,0,0,0,0,0,0,0.0
6801,SA6263,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0
6802,SB7921,140,140,1,0,0,0,0,0,0,0,0,0,0,0.0
6803,SD6805,1165,1165,0,0,0,0,0,0,0,0,0,0,0,0.0
6804,SB6685,22,22,0,0,0,0,0,0,0,0,0,0,0,0.0
6805,SB9323,999,999,0,0,0,0,0,0,0,0,0,0,0,0.0
6806,SD0738,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
6807,SA1359,924,924,9,20,0,0,0,0,0,7,7,0,4,0.0
6808,SD1838,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
6809,SD7015,38,38,7,0,0,0,0,0,0,0,0,0,0,0.0
6810,SB6890,2670,2670,84,27,1,0,0,0,0,6,6,0,12,
6811,SD7200,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0
6812,SA9915,1398,1398,135,14,0,0,0,0,0,4,0,0,1,0.0
6813,SD4292,15,15,1,0,0,0,0,0,0,0,0,0,0,0.0
6814,SD7175,82,82,0,0,0,0,0,0,0,0,0,0,0,0.0
6815,SD4879,22,22,0,0,0,0,0,0,0,0,0,0,0,0.0
6816,SD2665,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
6817,SD6747,56,56,0,0,0,0,0,0,0,0,0,0,0,0.0
6818,SD8475,519,519,3,12,0,0,0,0,0,6,4,0,1,0.0
6819,SD2695,72,72,0,0,0,0,0,0,0,0,0,0,0,0.0
6820,SD4211,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0
6821,SD5601,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0
6822,SD2177,9,9,0,0,0,0,0,0,0,0,0,0,0,0.0
6823,SD4779,63,63,0,0,0,0,0,0,0,0,0,0,0,0.0
6824,SB8439,213,213,5,0,0,0,0,0,0,0,0,0,0,0.0
6825,SA7797,57,57,5,0,0,0,0,0,0,0,0,0,0,0.0
6826,SB8658,4,4,0,0,0,0,0,0,0,0,0,0,0,0.0
6827,SB2681,198,198,22,0,0,0,0,0,0,0,0,0,0,0.0
6828,SD7605,983,983,34,26,0,0,1,0,0,13,23,1,13,0.0
6829,SD7931,26,26,0,0,0,0,0,0,0,0,0,0,0,0.0
6830,SB9406,1077,1077,0,15,0,0,1,0,0,2,7,0,3,0.0
6831,SD6808,104,104,3,0,0,0,0,0,0,0,0,0,0,0.0
6832,SB8661,263,263,9,0,0,0,0,0,0,0,0,0,0,0.0
6833,SB8795,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0
6834,SD0175,114,114,1,0,0,0,0,0,0,0,0,0,0,0.0
